Metric,Value
Objective_Value,252.07821781269382
Total_Grid_Energy_kWh,51.31943431987131
Total_Energy_Cost_USD,7.89073625898027
Total_CO2_Emissions_kg,3.7379676337910555
Peak_Demand_kW,9.760023326880988
Total_Missed_Work_kWh,0.0
Delta_T_hours,0.25
