Time_Period,Time_Label,CEV_1_SOE_kWh,CEV_1_Max_SOE_kWh,CEV_1_Min_SOE_kWh,CEV_2_SOE_kWh,CEV_2_Max_SOE_kWh,CEV_2_Min_SOE_kWh,CEV_3_SOE_kWh,CEV_3_Max_SOE_kWh,CEV_3_Min_SOE_kWh,CEV_4_SOE_kWh,CEV_4_Max_SOE_kWh,CEV_4_Min_SOE_kWh,CEV_5_SOE_kWh,CEV_5_Max_SOE_kWh,CEV_5_Min_SOE_kWh,CEV_6_SOE_kWh,CEV_6_Max_SOE_kWh,CEV_6_Min_SOE_kWh,CEV_7_SOE_kWh,CEV_7_Max_SOE_kWh,CEV_7_Min_SOE_kWh,CEV_8_SOE_kWh,CEV_8_Max_SOE_kWh,CEV_8_Min_SOE_kWh,CEV_9_SOE_kWh,CEV_9_Max_SOE_kWh,CEV_9_Min_SOE_kWh,CEV_10_SOE_kWh,CEV_10_Max_SOE_kWh,CEV_10_Min_SOE_kWh,CEV_11_SOE_kWh,CEV_11_Max_SOE_kWh,CEV_11_Min_SOE_kWh,CEV_12_SOE_kWh,CEV_12_Max_SOE_kWh,CEV_12_Min_SOE_kWh,CEV_13_SOE_kWh,CEV_13_Max_SOE_kWh,CEV_13_Min_SOE_kWh,CEV_14_SOE_kWh,CEV_14_Max_SOE_kWh,CEV_14_Min_SOE_kWh,CEV_15_SOE_kWh,CEV_15_Max_SOE_kWh,CEV_15_Min_SOE_kWh,CEV_16_SOE_kWh,CEV_16_Max_SOE_kWh,CEV_16_Min_SOE_kWh,CEV_17_SOE_kWh,CEV_17_Max_SOE_kWh,CEV_17_Min_SOE_kWh,CEV_18_SOE_kWh,CEV_18_Max_SOE_kWh,CEV_18_Min_SOE_kWh,CEV_19_SOE_kWh,CEV_19_Max_SOE_kWh,CEV_19_Min_SOE_kWh,CEV_20_SOE_kWh,CEV_20_Max_SOE_kWh,CEV_20_Min_SOE_kWh
1,00:00:00,80.0,110.0,18.0,80.0,110.0,18.0,80.0,110.0,18.0,80.0,110.0,18.0,80.0,110.0,18.0,80.0,110.0,18.0,80.0,110.0,18.0,80.0,110.0,18.0,80.0,110.0,18.0,80.0,110.0,18.0,80.0,110.0,18.0,80.0,110.0,18.0,80.0,110.0,18.0,80.0,110.0,18.0,80.0,110.0,18.0,80.0,110.0,18.0,80.0,110.0,18.0,80.0,110.0,18.0,80.0,110.0,18.0,80.0,110.0,18.0
2,00:15:00,80.0,110.0,18.0,80.00000000000001,110.0,18.0,90.00000000000048,110.0,18.0,80.0,110.0,18.0,89.99999999999989,110.0,18.0,89.99999999999707,110.0,18.0,89.9999999999997,110.0,18.0,80.0,110.0,18.0,79.99999999999996,110.0,18.0,80.00000000000018,110.0,18.0,91.8749999999979,110.0,18.0,79.99999999999986,110.0,18.0,80.00000000000028,110.0,18.0,80.0,110.0,18.0,90.0,110.0,18.0,80.00000000000007,110.0,18.0,90.00000000000016,110.0,18.0,80.39999999995983,110.0,18.0,79.9999999999672,110.0,18.0,79.99999999999825,110.0,18.0
3,00:30:00,80.00000000000003,110.0,18.0,90.00000000000001,110.0,18.0,90.00000000000041,110.0,18.0,80.00000000000207,110.0,18.0,89.99999999999989,110.0,18.0,89.99999999999707,110.0,18.0,90.00000000000115,110.0,18.0,79.9999999999959,110.0,18.0,89.99999999999959,110.0,18.0,79.99999999999794,110.0,18.0,91.87499999999997,110.0,18.0,99.99999999999696,110.0,18.0,90.00000000000044,110.0,18.0,80.00000000000284,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.00000000000016,110.0,18.0,89.99999999999976,110.0,18.0,79.9999999999672,110.0,18.0,89.99999999999804,110.0,18.0
4,00:45:00,84.74375000001628,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.00000000000006,110.0,18.0,89.99999999999989,110.0,18.0,89.99999999999707,110.0,18.0,90.0,110.0,18.0,89.99999999999999,110.0,18.0,89.9999999999996,110.0,18.0,90.00000000001292,110.0,18.0,97.5,110.0,18.0,99.99999999999696,110.0,18.0,90.00000000000033,110.0,18.0,90.00000000000284,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.00000000000016,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,89.99999999999994,110.0,18.0
5,01:00:00,87.57187499999176,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.00000000000006,110.0,18.0,89.99999999999989,110.0,18.0,89.99999999999707,110.0,18.0,90.0,110.0,18.0,89.99999999999999,110.0,18.0,89.99999999999969,110.0,18.0,90.00000000001292,110.0,18.0,97.5,110.0,18.0,99.99999999999696,110.0,18.0,90.0000000000001,110.0,18.0,90.00000000000284,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.00000000000034,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0
6,01:15:00,89.99999999998415,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.00000000000006,110.0,18.0,89.99999999999989,110.0,18.0,89.99999999999707,110.0,18.0,90.0,110.0,18.0,89.99999999999999,110.0,18.0,89.99999999999969,110.0,18.0,90.00000000001292,110.0,18.0,97.5,110.0,18.0,100.0,110.0,18.0,90.00000000000007,110.0,18.0,90.00000000000284,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0000000000002,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0
7,01:30:00,89.99999999998415,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.00000000000006,110.0,18.0,89.99999999999989,110.0,18.0,89.99999999999707,110.0,18.0,90.0,110.0,18.0,89.99999999999999,110.0,18.0,89.99999999999969,110.0,18.0,90.00000000001292,110.0,18.0,97.5,110.0,18.0,100.0,110.0,18.0,90.00000000000013,110.0,18.0,90.00000000000284,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0000000000002,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0
8,01:45:00,89.99999999998417,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.00000000000006,110.0,18.0,89.99999999999989,110.0,18.0,89.99999999999707,110.0,18.0,90.0,110.0,18.0,89.99999999999999,110.0,18.0,89.99999999999977,110.0,18.0,90.00000000001292,110.0,18.0,97.5,110.0,18.0,100.0,110.0,18.0,90.00000000000013,110.0,18.0,90.00000000000284,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0000000000002,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0
9,02:00:00,89.99999999998417,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.00000000000006,110.0,18.0,89.99999999999989,110.0,18.0,89.99999999999707,110.0,18.0,90.0,110.0,18.0,89.99999999999999,110.0,18.0,89.99999999999991,110.0,18.0,90.00000000001292,110.0,18.0,97.5,110.0,18.0,100.0,110.0,18.0,90.00000000000013,110.0,18.0,90.00000000000284,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0000000000002,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0
10,02:15:00,89.99999999998417,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.00000000000006,110.0,18.0,89.99999999999989,110.0,18.0,89.99999999999707,110.0,18.0,90.0,110.0,18.0,89.99999999999999,110.0,18.0,89.99999999999991,110.0,18.0,90.00000000001292,110.0,18.0,97.5,110.0,18.0,100.0,110.0,18.0,90.00000000000013,110.0,18.0,90.00000000000284,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0000000000002,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0
11,02:30:00,89.99999999998417,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.00000000000006,110.0,18.0,89.99999999999989,110.0,18.0,89.99999999999707,110.0,18.0,90.0,110.0,18.0,89.99999999999999,110.0,18.0,89.99999999999991,110.0,18.0,90.00000000001292,110.0,18.0,97.5,110.0,18.0,100.0,110.0,18.0,90.00000000000013,110.0,18.0,90.00000000000284,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0000000000002,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0
12,02:45:00,89.99999999998417,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.00000000000006,110.0,18.0,89.99999999999989,110.0,18.0,89.99999999999707,110.0,18.0,90.0,110.0,18.0,89.99999999999999,110.0,18.0,89.99999999999991,110.0,18.0,90.00000000001292,110.0,18.0,97.5,110.0,18.0,100.0,110.0,18.0,90.00000000000013,110.0,18.0,90.00000000000284,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0000000000002,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0
13,03:00:00,89.99999999998417,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.00000000000006,110.0,18.0,89.99999999999989,110.0,18.0,89.99999999999707,110.0,18.0,90.0,110.0,18.0,89.99999999999999,110.0,18.0,89.99999999999993,110.0,18.0,90.00000000001292,110.0,18.0,97.5,110.0,18.0,100.0,110.0,18.0,90.00000000000013,110.0,18.0,90.00000000000284,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0000000000002,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0
14,03:15:00,89.99999999998417,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.00000000000006,110.0,18.0,89.99999999999989,110.0,18.0,89.99999999999707,110.0,18.0,90.0,110.0,18.0,89.99999999999999,110.0,18.0,89.99999999999993,110.0,18.0,90.00000000001292,110.0,18.0,97.5,110.0,18.0,100.0,110.0,18.0,90.00000000000013,110.0,18.0,90.00000000000284,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0000000000002,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0
15,03:30:00,89.99999999998417,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.00000000000006,110.0,18.0,89.99999999999989,110.0,18.0,89.99999999999707,110.0,18.0,90.0,110.0,18.0,89.99999999999999,110.0,18.0,89.99999999999993,110.0,18.0,90.00000000001292,110.0,18.0,97.5,110.0,18.0,100.0,110.0,18.0,90.00000000000013,110.0,18.0,90.00000000000284,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0000000000002,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0
16,03:45:00,89.99999999998417,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.00000000000006,110.0,18.0,89.99999999999989,110.0,18.0,89.99999999999707,110.0,18.0,90.0,110.0,18.0,89.99999999999999,110.0,18.0,89.99999999999993,110.0,18.0,90.00000000001292,110.0,18.0,97.5,110.0,18.0,100.0,110.0,18.0,90.00000000000013,110.0,18.0,90.00000000000284,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0000000000002,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0
17,04:00:00,89.99999999998417,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.00000000000006,110.0,18.0,89.99999999999989,110.0,18.0,89.99999999999707,110.0,18.0,90.0,110.0,18.0,89.99999999999999,110.0,18.0,89.99999999999993,110.0,18.0,90.00000000001292,110.0,18.0,97.5,110.0,18.0,100.0,110.0,18.0,90.00000000000013,110.0,18.0,90.00000000000284,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0000000000002,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0
18,04:15:00,89.99999999998417,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.00000000000006,110.0,18.0,89.99999999999989,110.0,18.0,89.99999999999707,110.0,18.0,90.0,110.0,18.0,89.99999999999999,110.0,18.0,89.99999999999993,110.0,18.0,90.00000000001292,110.0,18.0,97.5,110.0,18.0,100.0,110.0,18.0,90.00000000000013,110.0,18.0,90.00000000000284,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0000000000002,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0
19,04:30:00,89.99999999998417,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.00000000000006,110.0,18.0,89.99999999999989,110.0,18.0,89.99999999999707,110.0,18.0,90.0,110.0,18.0,89.99999999999999,110.0,18.0,89.99999999999993,110.0,18.0,90.00000000001292,110.0,18.0,97.5,110.0,18.0,100.0,110.0,18.0,90.00000000000013,110.0,18.0,90.00000000000284,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0000000000002,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0
20,04:45:00,89.99999999998417,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.00000000000006,110.0,18.0,89.99999999999989,110.0,18.0,89.99999999999707,110.0,18.0,90.0,110.0,18.0,89.99999999999999,110.0,18.0,89.99999999999993,110.0,18.0,90.00000000001292,110.0,18.0,97.5,110.0,18.0,100.0,110.0,18.0,90.00000000000013,110.0,18.0,90.00000000000284,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0000000000002,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0
21,05:00:00,89.99999999998417,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.00000000000006,110.0,18.0,89.99999999999989,110.0,18.0,89.99999999999707,110.0,18.0,90.0,110.0,18.0,89.99999999999999,110.0,18.0,89.99999999999993,110.0,18.0,90.00000000001292,110.0,18.0,97.5,110.0,18.0,100.0,110.0,18.0,90.00000000000013,110.0,18.0,90.00000000000284,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0000000000002,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0
22,05:15:00,89.99999999998417,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.00000000000006,110.0,18.0,89.99999999999989,110.0,18.0,89.99999999999707,110.0,18.0,90.0,110.0,18.0,89.99999999999999,110.0,18.0,89.99999999999993,110.0,18.0,90.00000000001292,110.0,18.0,97.5,110.0,18.0,100.0,110.0,18.0,90.00000000000013,110.0,18.0,90.00000000000284,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0000000000002,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0
23,05:30:00,89.99999999998417,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.00000000000006,110.0,18.0,89.99999999999989,110.0,18.0,89.99999999999707,110.0,18.0,90.0,110.0,18.0,89.99999999999999,110.0,18.0,89.99999999999993,110.0,18.0,90.00000000001292,110.0,18.0,97.5,110.0,18.0,100.0,110.0,18.0,90.00000000000013,110.0,18.0,90.00000000000284,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0000000000002,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0
24,05:45:00,89.99999999998417,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.00000000000006,110.0,18.0,89.99999999999989,110.0,18.0,89.99999999999707,110.0,18.0,90.0,110.0,18.0,89.99999999999999,110.0,18.0,89.99999999999993,110.0,18.0,90.00000000001292,110.0,18.0,97.5,110.0,18.0,100.0,110.0,18.0,90.00000000000013,110.0,18.0,90.00000000000284,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0000000000002,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0
25,06:00:00,89.99999999998417,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.00000000000006,110.0,18.0,89.99999999999989,110.0,18.0,89.99999999999707,110.0,18.0,90.0,110.0,18.0,89.99999999999999,110.0,18.0,89.99999999999993,110.0,18.0,90.00000000001292,110.0,18.0,97.5,110.0,18.0,100.0,110.0,18.0,90.00000000000013,110.0,18.0,90.00000000000284,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0000000000002,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0
26,06:15:00,89.99999999998417,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.00000000000006,110.0,18.0,89.99999999999989,110.0,18.0,89.99999999999707,110.0,18.0,90.0,110.0,18.0,89.99999999999999,110.0,18.0,89.99999999999993,110.0,18.0,90.00000000001292,110.0,18.0,97.5,110.0,18.0,100.0,110.0,18.0,90.00000000000013,110.0,18.0,90.00000000000284,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0000000000002,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0
27,06:30:00,89.99999999998417,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.00000000000006,110.0,18.0,89.99999999999989,110.0,18.0,89.99999999999707,110.0,18.0,90.0,110.0,18.0,89.99999999999999,110.0,18.0,89.99999999999993,110.0,18.0,90.00000000001292,110.0,18.0,97.5,110.0,18.0,100.0,110.0,18.0,90.00000000000013,110.0,18.0,90.00000000000284,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0000000000002,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0
28,06:45:00,89.99999999998417,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.00000000000006,110.0,18.0,89.99999999999989,110.0,18.0,89.99999999999707,110.0,18.0,90.0,110.0,18.0,89.99999999999999,110.0,18.0,89.99999999999993,110.0,18.0,90.00000000001292,110.0,18.0,97.5,110.0,18.0,100.0,110.0,18.0,90.00000000000013,110.0,18.0,90.00000000000284,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0000000000002,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0
29,07:00:00,89.99999999998417,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.00000000000006,110.0,18.0,89.99999999999989,110.0,18.0,89.99999999999707,110.0,18.0,90.0,110.0,18.0,89.99999999999999,110.0,18.0,89.99999999999993,110.0,18.0,90.00000000001292,110.0,18.0,97.5,110.0,18.0,100.0,110.0,18.0,90.00000000000013,110.0,18.0,90.00000000000284,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0000000000002,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0
30,07:15:00,89.99999999998417,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.00000000000006,110.0,18.0,89.99999999999989,110.0,18.0,89.99999999999707,110.0,18.0,90.0,110.0,18.0,89.99999999999999,110.0,18.0,89.99999999999993,110.0,18.0,90.00000000001292,110.0,18.0,97.5,110.0,18.0,100.0,110.0,18.0,90.00000000000013,110.0,18.0,90.00000000000284,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0000000000002,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0
31,07:30:00,89.99999999998417,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.00000000000006,110.0,18.0,89.99999999999989,110.0,18.0,89.99999999999707,110.0,18.0,90.0,110.0,18.0,89.99999999999999,110.0,18.0,89.99999999999993,110.0,18.0,90.00000000001292,110.0,18.0,97.5,110.0,18.0,100.0,110.0,18.0,90.00000000000013,110.0,18.0,90.00000000000284,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0000000000002,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0
32,07:45:00,89.99999999998417,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.00000000000006,110.0,18.0,89.99999999999989,110.0,18.0,89.99999999999707,110.0,18.0,90.0,110.0,18.0,89.99999999999999,110.0,18.0,89.99999999999993,110.0,18.0,90.00000000001292,110.0,18.0,97.5,110.0,18.0,100.0,110.0,18.0,90.00000000000013,110.0,18.0,90.00000000000284,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0000000000002,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0
33,08:00:00,89.99999999998417,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.00000000000006,110.0,18.0,89.99999999999989,110.0,18.0,89.99999999999707,110.0,18.0,90.0,110.0,18.0,89.99999999999999,110.0,18.0,89.99999999999993,110.0,18.0,90.00000000001292,110.0,18.0,97.5,110.0,18.0,100.0,110.0,18.0,90.00000000000013,110.0,18.0,90.00000000000284,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0000000000002,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0,90.0,110.0,18.0
34,08:15:00,89.37499999998417,110.0,18.0,89.375,110.0,18.0,89.375,110.0,18.0,89.37500000000006,110.0,18.0,89.37499999999989,110.0,18.0,89.37499999999707,110.0,18.0,89.375,110.0,18.0,89.37499999999999,110.0,18.0,89.37499999999993,110.0,18.0,89.37500000001292,110.0,18.0,96.875,110.0,18.0,99.375,110.0,18.0,89.37500000000013,110.0,18.0,89.37500000000284,110.0,18.0,89.375,110.0,18.0,89.375,110.0,18.0,89.3750000000002,110.0,18.0,89.375,110.0,18.0,89.375,110.0,18.0,89.375,110.0,18.0
35,08:30:00,88.74999999998417,110.0,18.0,88.75,110.0,18.0,88.75,110.0,18.0,88.75000000000006,110.0,18.0,88.74999999999989,110.0,18.0,88.74999999999707,110.0,18.0,88.75,110.0,18.0,88.74999999999999,110.0,18.0,88.74999999999993,110.0,18.0,88.75000000001292,110.0,18.0,96.25,110.0,18.0,98.75,110.0,18.0,88.75000000000013,110.0,18.0,88.75000000000284,110.0,18.0,88.75,110.0,18.0,88.75,110.0,18.0,88.7500000000002,110.0,18.0,88.75,110.0,18.0,88.75,110.0,18.0,88.75,110.0,18.0
36,08:45:00,88.12499999998417,110.0,18.0,88.125,110.0,18.0,88.125,110.0,18.0,88.12500000000006,110.0,18.0,88.12499999999989,110.0,18.0,88.12499999999707,110.0,18.0,88.125,110.0,18.0,88.12499999999999,110.0,18.0,88.12499999999993,110.0,18.0,88.12500000001292,110.0,18.0,95.625,110.0,18.0,98.125,110.0,18.0,88.12500000000013,110.0,18.0,88.12500000000284,110.0,18.0,88.125,110.0,18.0,88.125,110.0,18.0,88.1250000000002,110.0,18.0,88.125,110.0,18.0,88.125,110.0,18.0,88.125,110.0,18.0
37,09:00:00,87.49999999998417,110.0,18.0,87.5,110.0,18.0,87.5,110.0,18.0,87.50000000000006,110.0,18.0,87.49999999999989,110.0,18.0,87.49999999999707,110.0,18.0,87.5,110.0,18.0,87.49999999999999,110.0,18.0,87.49999999999993,110.0,18.0,87.50000000001292,110.0,18.0,95.0,110.0,18.0,97.5,110.0,18.0,87.50000000000013,110.0,18.0,87.50000000000284,110.0,18.0,87.5,110.0,18.0,87.5,110.0,18.0,87.5000000000002,110.0,18.0,87.5,110.0,18.0,87.5,110.0,18.0,87.5,110.0,18.0
38,09:15:00,86.87499999998417,110.0,18.0,86.875,110.0,18.0,86.875,110.0,18.0,86.87500000000006,110.0,18.0,86.87499999999989,110.0,18.0,86.87499999999707,110.0,18.0,86.875,110.0,18.0,86.87499999999999,110.0,18.0,86.87499999999993,110.0,18.0,86.87500000001292,110.0,18.0,94.375,110.0,18.0,96.875,110.0,18.0,86.87500000000013,110.0,18.0,86.87500000000284,110.0,18.0,86.875,110.0,18.0,86.875,110.0,18.0,86.8750000000002,110.0,18.0,86.875,110.0,18.0,86.875,110.0,18.0,86.875,110.0,18.0
39,09:30:00,86.24999999998417,110.0,18.0,86.25,110.0,18.0,86.25,110.0,18.0,86.25000000000006,110.0,18.0,86.24999999999989,110.0,18.0,86.24999999999707,110.0,18.0,86.25,110.0,18.0,86.24999999999999,110.0,18.0,86.24999999999993,110.0,18.0,86.25000000001292,110.0,18.0,93.75,110.0,18.0,96.25,110.0,18.0,86.25000000000013,110.0,18.0,86.25000000000284,110.0,18.0,86.25,110.0,18.0,86.25,110.0,18.0,86.2500000000002,110.0,18.0,86.25,110.0,18.0,86.25,110.0,18.0,86.25,110.0,18.0
40,09:45:00,85.62499999998417,110.0,18.0,85.625,110.0,18.0,85.625,110.0,18.0,85.62500000000006,110.0,18.0,85.62499999999989,110.0,18.0,85.62499999999707,110.0,18.0,85.625,110.0,18.0,85.62499999999999,110.0,18.0,85.62499999999993,110.0,18.0,85.62500000001292,110.0,18.0,93.125,110.0,18.0,95.625,110.0,18.0,85.62500000000013,110.0,18.0,85.62500000000284,110.0,18.0,85.625,110.0,18.0,85.625,110.0,18.0,85.6250000000002,110.0,18.0,85.625,110.0,18.0,85.625,110.0,18.0,85.625,110.0,18.0
41,10:00:00,84.99999999998417,110.0,18.0,85.0,110.0,18.0,85.0,110.0,18.0,85.00000000000006,110.0,18.0,84.99999999999989,110.0,18.0,84.99999999999707,110.0,18.0,85.0,110.0,18.0,84.99999999999999,110.0,18.0,84.99999999999993,110.0,18.0,85.00000000001292,110.0,18.0,92.5,110.0,18.0,95.0,110.0,18.0,85.00000000000013,110.0,18.0,85.00000000000284,110.0,18.0,85.0,110.0,18.0,85.0,110.0,18.0,85.0000000000002,110.0,18.0,85.0,110.0,18.0,85.0,110.0,18.0,85.0,110.0,18.0
