Metric,Value
Objective_Value,10.870389269572781
Total_Grid_Energy_kWh,51.319434319871505
Total_Energy_Cost_USD,7.3830004373815115
Total_CO2_Emissions_kg,3.4873888321912676
Peak_Demand_kW,11.000000000000048
Total_Missed_Work_kWh,0.0
Delta_T_hours,0.25
