Metric,Value
Objective_Value,1077.3120307737174
Total_Grid_Energy_kWh,149.40953491762636
Total_Energy_Cost_USD,26.57899536824156
Total_CO2_Emissions_kg,12.69136967712268
Peak_Demand_kW,18.403938676864797
Total_Missed_Work_kWh,5.900000000000002
Delta_T_hours,0.25
