Metric,Value
Total_Grid_Energy_kWh,156.29100451960932
Total_Energy_Cost_USD,22.07902026534481
Total_CO2_Emissions_kg,10.48549351217379
Peak_Demand_kW,210.0
Delta_T_hours,0.25
