Metric,Value
Objective_Value,583.7472629448114
Total_Grid_Energy_kWh,147.09141274238232
Total_Energy_Cost_USD,25.78470061794162
Total_CO2_Emissions_kg,12.33030044747496
Peak_Demand_kW,17.29384189218009
Total_Missed_Work_kWh,1.2499999999999931
Delta_T_hours,0.25
