Metric,Value
Objective_Value,1.9193905817174532
Total_Grid_Energy_kWh,18.7257617728532
Total_Energy_Cost_USD,1.8725761772853202
Total_CO2_Emissions_kg,0.9362880886426601
Peak_Demand_kW,50.000000000002665
Total_Missed_Work_kWh,0.0
Delta_T_hours,0.25
