Metric,Value
Objective_Value,237.08464661067765
Total_Grid_Energy_kWh,48.75346260387758
Total_Energy_Cost_USD,7.479354742892535
Total_CO2_Emissions_kg,3.5446635210307575
Peak_Demand_kW,9.177122769699753
Total_Missed_Work_kWh,-1.7763568394002505e-14
Delta_T_hours,0.25
