Metric,Value
Objective_Value,237.0846472215355
Total_Grid_Energy_kWh,48.7534626038708
Total_Energy_Cost_USD,7.4793547335875
Total_CO2_Emissions_kg,3.5446635163782743
Peak_Demand_kW,9.177122372549379
Total_Missed_Work_kWh,-1.7763568394002505e-14
Delta_T_hours,0.25
