Metric,Value
Objective_Value,6.202859143880691
Total_Grid_Energy_kWh,23.21329639889191
Total_Energy_Cost_USD,6.0586703601107885
Total_CO2_Emissions_kg,2.8837756753980393
Peak_Demand_kW,92.85318559556764
Total_Missed_Work_kWh,0.0
Delta_T_hours,0.25
