Metric,Value
Objective_Value,600.1338215102937
Total_Grid_Energy_kWh,147.0914127423821
Total_Energy_Cost_USD,25.529350837046813
Total_CO2_Emissions_kg,12.202625557027556
Peak_Demand_kW,17.959773575815976
Total_Missed_Work_kWh,1.2499999999999862
Delta_T_hours,0.25
