Metric,Value
Objective_Value,6387.312030773719
Total_Grid_Energy_kWh,149.40953491762627
Total_Energy_Cost_USD,26.578995368241575
Total_CO2_Emissions_kg,12.691369677122687
Peak_Demand_kW,18.403938676865057
Total_Missed_Work_kWh,5.900000000000002
Delta_T_hours,0.25
