Metric,Value
Objective_Value,570.5310201865688
Total_Grid_Energy_kWh,148.03878114437694
Total_Energy_Cost_USD,25.850762282431692
Total_CO2_Emissions_kg,12.359647069222417
Peak_Demand_kW,16.762491022027174
Total_Missed_Work_kWh,1.25
Delta_T_hours,0.25
