Metric,Value
Total_Grid_Energy_kWh,156.29100451960937
Total_Energy_Cost_USD,29.75935267531712
Total_CO2_Emissions_kg,14.325659717159947
Peak_Demand_kW,34.0
Total_Missed_Work_kWh,0.0
Delta_T_hours,0.25
