Metric,Value
Objective_Value,593.049717398256
Total_Grid_Energy_kWh,150.45983379501376
Total_Energy_Cost_USD,26.368668229277638
Total_CO2_Emissions_kg,12.610968463669275
Peak_Demand_kW,17.64202002983182
Total_Missed_Work_kWh,1.2499999999999938
Delta_T_hours,0.25
