Metric,Value
Objective_Value,237.42130047253883
Total_Grid_Energy_kWh,48.96398891966731
Total_Energy_Cost_USD,7.505763402313826
Total_CO2_Emissions_kg,3.5576046928466636
Peak_Demand_kW,9.189506273426503
Total_Missed_Work_kWh,0.0
Delta_T_hours,0.25
