Metric,Value
Objective_Value,237.08464722034597
Total_Grid_Energy_kWh,48.75346260399191
Total_Energy_Cost_USD,7.479354733574726
Total_CO2_Emissions_kg,3.544663516371283
Peak_Demand_kW,9.17712237709448
Total_Missed_Work_kWh,-1.7763568394002505e-14
Delta_T_hours,0.25
