Metric,Value
Total_Grid_Energy_kWh,156.29100451960926
Total_Energy_Cost_USD,22.079020265344795
Total_CO2_Emissions_kg,10.485493512173788
Peak_Demand_kW,34.0
Total_Missed_Work_kWh,0.0
Delta_T_hours,0.25
