Metric,Value
Objective_Value,10.870389269572813
Total_Grid_Energy_kWh,51.31943431987165
Total_Energy_Cost_USD,7.3830004373815346
Total_CO2_Emissions_kg,3.487388832191278
Peak_Demand_kW,105.0
Total_Missed_Work_kWh,0.0
Delta_T_hours,0.25
