Metric,Value
Objective_Value,583.7472629448123
Total_Grid_Energy_kWh,147.09141274238237
Total_Energy_Cost_USD,25.784700617941592
Total_CO2_Emissions_kg,12.330300447474945
Peak_Demand_kW,17.29384189218579
Total_Missed_Work_kWh,1.25
Delta_T_hours,0.25
