Metric,Value
Objective_Value,600.133821510298
Total_Grid_Energy_kWh,147.09141274238226
Total_Energy_Cost_USD,25.529350837046774
Total_CO2_Emissions_kg,12.202625557027558
Peak_Demand_kW,17.95977357582909
Total_Missed_Work_kWh,1.2500000000000078
Delta_T_hours,0.25
